,Gene Symbol,Gene ID (HGNC),Disease Label,Disease ID (MONDO),MOI_x,SOP,Classification,Online Report_x,Classification Date,GCEP,Gene/Region,HGNC/ISCA,GRCh37,GRCh38,Haploinsufficiency,Triplosensitivity,Online Report_y,Date,gene_symbol,gene_url,disease_label,mondo_id,disease_url,MOI_y
35,SETD2,HGNC:18420,SETD2-related neurodevelopmental disorder without or with macrocephaly/overgrowth,MONDO:0800477,AD,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c8d0235a-b48e-4609-8c61-09586a83d1f2-2023-10-04T160000.000Z,2023-10-04T16:00:00.000Z,Intellectual Disability and Autism Gene Curation Expert Panel,SETD2,HGNC:18420,chr3:47057926-47205603,chr3:47016436-47164840,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=SETD2&subject=,2022-03-08T17:28:07Z,SETD2,https://search.clinicalgenome.org/kb/genes/HGNC:18420,SETD2-related microcephaly-severe intellectual disability-multiple congenital anomalies syndrome,MONDO:0035706,https://search.clinicalgenome.org/kb/conditions/MONDO:0035706,Autosomal dominant inheritance
36,SETD2,HGNC:18420,SETD2-related neurodevelopmental disorder without or with macrocephaly/overgrowth,MONDO:0800477,AD,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c8d0235a-b48e-4609-8c61-09586a83d1f2-2023-10-04T160000.000Z,2023-10-04T16:00:00.000Z,Intellectual Disability and Autism Gene Curation Expert Panel,SETD2,HGNC:18420,chr3:47057926-47205603,chr3:47016436-47164840,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=SETD2&subject=,2022-03-08T17:28:07Z,SETD2,https://search.clinicalgenome.org/kb/genes/HGNC:18420,complex neurodevelopmental disorder,MONDO:0100038,https://search.clinicalgenome.org/kb/conditions/MONDO:0100038,
37,ATF6,HGNC:791,achromatopsia,MONDO:0018852,AR,SOP4,Strong,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_4842,2016-11-16T00:00:00,General Gene Curation Expert Panel,ATF6,HGNC:791,chr1:161736110-161933860,chr1:161766320-161964070,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=ATF6&subject=,2017-01-12T19:47:53Z,ATF6,https://search.clinicalgenome.org/kb/genes/HGNC:791,ATF6-related retinopathy,MONDO:0100447,https://search.clinicalgenome.org/kb/conditions/MONDO:0100447,Autosomal recessive inheritance
38,ATF6,HGNC:791,achromatopsia,MONDO:0018852,AR,SOP4,Strong,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_4842,2016-11-16T00:00:00,General Gene Curation Expert Panel,ATF6,HGNC:791,chr1:161736110-161933860,chr1:161766320-161964070,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=ATF6&subject=,2017-01-12T19:47:53Z,ATF6,https://search.clinicalgenome.org/kb/genes/HGNC:791,achromatopsia,MONDO:0018852,https://search.clinicalgenome.org/kb/conditions/MONDO:0018852,Autosomal recessive inheritance
39,ATF6,HGNC:791,achromatopsia,MONDO:0018852,AR,SOP4,Strong,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_4842,2016-11-16T00:00:00,General Gene Curation Expert Panel,ATF6,HGNC:791,chr1:161736110-161933860,chr1:161766320-161964070,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=ATF6&subject=,2017-01-12T19:47:53Z,ATF6,https://search.clinicalgenome.org/kb/genes/HGNC:791,achromatopsia 7,MONDO:0014677,https://search.clinicalgenome.org/kb/conditions/MONDO:0014677,
40,SLC4A10,HGNC:13811,complex neurodevelopmental disorder,MONDO:0100038,AR,SOP11,Strong,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_9fe612c6-134c-43ef-b3b5-bb1bd66b4d70-2024-12-17T170000.000Z,2024-12-17T17:00:00.000Z,Epilepsy Gene Curation Expert Panel,SLC4A10,HGNC:13811,chr2:162480926-162841780,chr2:161624416-161985270,Little Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=SLC4A10&subject=,2012-04-11T18:15:38Z,SLC4A10,https://search.clinicalgenome.org/kb/genes/HGNC:13811,complex neurodevelopmental disorder,MONDO:0100038,https://search.clinicalgenome.org/kb/conditions/MONDO:0100038,Autosomal recessive inheritance
41,RPE65,HGNC:10294,RPE65-related dominant retinopathy,MONDO:0100452,AD,SOP8,Strong,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a45f0ada-a32b-406e-b714-790a0cd4a6a2-2022-02-07T024303.928Z,2022-02-07T02:43:03.928Z,Retina Gene Curation Expert Panel,RPE65,HGNC:10294,chr1:68894505-68915637,chr1:68428822-68449954,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=RPE65&subject=,2025-02-27T20:50:52Z,RPE65,https://search.clinicalgenome.org/kb/genes/HGNC:10294,RPE65-related recessive retinopathy,MONDO:0100368,https://search.clinicalgenome.org/kb/conditions/MONDO:0100368,Autosomal recessive inheritance
42,RPE65,HGNC:10294,RPE65-related dominant retinopathy,MONDO:0100452,AD,SOP8,Strong,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a45f0ada-a32b-406e-b714-790a0cd4a6a2-2022-02-07T024303.928Z,2022-02-07T02:43:03.928Z,Retina Gene Curation Expert Panel,RPE65,HGNC:10294,chr1:68894505-68915637,chr1:68428822-68449954,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=RPE65&subject=,2025-02-27T20:50:52Z,RPE65,https://search.clinicalgenome.org/kb/genes/HGNC:10294,RPE65-related dominant retinopathy,MONDO:0100452,https://search.clinicalgenome.org/kb/conditions/MONDO:0100452,Autosomal dominant inheritance
43,RPE65,HGNC:10294,RPE65-related dominant retinopathy,MONDO:0100452,AD,SOP8,Strong,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a45f0ada-a32b-406e-b714-790a0cd4a6a2-2022-02-07T024303.928Z,2022-02-07T02:43:03.928Z,Retina Gene Curation Expert Panel,RPE65,HGNC:10294,chr1:68894505-68915637,chr1:68428822-68449954,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=RPE65&subject=,2025-02-27T20:50:52Z,RPE65,https://search.clinicalgenome.org/kb/genes/HGNC:10294,Leber congenital amaurosis 2,MONDO:0008765,https://search.clinicalgenome.org/kb/conditions/MONDO:0008765,
44,RPE65,HGNC:10294,RPE65-related dominant retinopathy,MONDO:0100452,AD,SOP8,Strong,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a45f0ada-a32b-406e-b714-790a0cd4a6a2-2022-02-07T024303.928Z,2022-02-07T02:43:03.928Z,Retina Gene Curation Expert Panel,RPE65,HGNC:10294,chr1:68894505-68915637,chr1:68428822-68449954,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=RPE65&subject=,2025-02-27T20:50:52Z,RPE65,https://search.clinicalgenome.org/kb/genes/HGNC:10294,retinitis pigmentosa,MONDO:0019200,https://search.clinicalgenome.org/kb/conditions/MONDO:0019200,
45,RPE65,HGNC:10294,RPE65-related dominant retinopathy,MONDO:0100452,AD,SOP8,Strong,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a45f0ada-a32b-406e-b714-790a0cd4a6a2-2022-02-07T024303.928Z,2022-02-07T02:43:03.928Z,Retina Gene Curation Expert Panel,RPE65,HGNC:10294,chr1:68894505-68915637,chr1:68428822-68449954,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=RPE65&subject=,2025-02-27T20:50:52Z,RPE65,https://search.clinicalgenome.org/kb/genes/HGNC:10294,retinitis pigmentosa 20,MONDO:0013425,https://search.clinicalgenome.org/kb/conditions/MONDO:0013425,
46,RPE65,HGNC:10294,RPE65-related dominant retinopathy,MONDO:0100452,AD,SOP8,Strong,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a45f0ada-a32b-406e-b714-790a0cd4a6a2-2022-02-07T024303.928Z,2022-02-07T02:43:03.928Z,Retina Gene Curation Expert Panel,RPE65,HGNC:10294,chr1:68894505-68915637,chr1:68428822-68449954,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=RPE65&subject=,2025-02-27T20:50:52Z,RPE65,https://search.clinicalgenome.org/kb/genes/HGNC:10294,Leber congenital amaurosis,MONDO:0018998,https://search.clinicalgenome.org/kb/conditions/MONDO:0018998,
47,RPE65,HGNC:10294,RPE65-related recessive retinopathy,MONDO:0100368,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_375ffa04-a8d9-427e-8948-f913bc8ff68d-2022-05-24T214158.160Z,2022-05-24T21:41:58.160Z,Retina Gene Curation Expert Panel,RPE65,HGNC:10294,chr1:68894505-68915637,chr1:68428822-68449954,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=RPE65&subject=,2025-02-27T20:50:52Z,RPE65,https://search.clinicalgenome.org/kb/genes/HGNC:10294,RPE65-related recessive retinopathy,MONDO:0100368,https://search.clinicalgenome.org/kb/conditions/MONDO:0100368,Autosomal recessive inheritance
48,RPE65,HGNC:10294,RPE65-related recessive retinopathy,MONDO:0100368,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_375ffa04-a8d9-427e-8948-f913bc8ff68d-2022-05-24T214158.160Z,2022-05-24T21:41:58.160Z,Retina Gene Curation Expert Panel,RPE65,HGNC:10294,chr1:68894505-68915637,chr1:68428822-68449954,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=RPE65&subject=,2025-02-27T20:50:52Z,RPE65,https://search.clinicalgenome.org/kb/genes/HGNC:10294,RPE65-related dominant retinopathy,MONDO:0100452,https://search.clinicalgenome.org/kb/conditions/MONDO:0100452,Autosomal dominant inheritance
49,RPE65,HGNC:10294,RPE65-related recessive retinopathy,MONDO:0100368,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_375ffa04-a8d9-427e-8948-f913bc8ff68d-2022-05-24T214158.160Z,2022-05-24T21:41:58.160Z,Retina Gene Curation Expert Panel,RPE65,HGNC:10294,chr1:68894505-68915637,chr1:68428822-68449954,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=RPE65&subject=,2025-02-27T20:50:52Z,RPE65,https://search.clinicalgenome.org/kb/genes/HGNC:10294,Leber congenital amaurosis 2,MONDO:0008765,https://search.clinicalgenome.org/kb/conditions/MONDO:0008765,
50,RPE65,HGNC:10294,RPE65-related recessive retinopathy,MONDO:0100368,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_375ffa04-a8d9-427e-8948-f913bc8ff68d-2022-05-24T214158.160Z,2022-05-24T21:41:58.160Z,Retina Gene Curation Expert Panel,RPE65,HGNC:10294,chr1:68894505-68915637,chr1:68428822-68449954,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=RPE65&subject=,2025-02-27T20:50:52Z,RPE65,https://search.clinicalgenome.org/kb/genes/HGNC:10294,retinitis pigmentosa,MONDO:0019200,https://search.clinicalgenome.org/kb/conditions/MONDO:0019200,
51,RPE65,HGNC:10294,RPE65-related recessive retinopathy,MONDO:0100368,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_375ffa04-a8d9-427e-8948-f913bc8ff68d-2022-05-24T214158.160Z,2022-05-24T21:41:58.160Z,Retina Gene Curation Expert Panel,RPE65,HGNC:10294,chr1:68894505-68915637,chr1:68428822-68449954,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=RPE65&subject=,2025-02-27T20:50:52Z,RPE65,https://search.clinicalgenome.org/kb/genes/HGNC:10294,retinitis pigmentosa 20,MONDO:0013425,https://search.clinicalgenome.org/kb/conditions/MONDO:0013425,
52,RPE65,HGNC:10294,RPE65-related recessive retinopathy,MONDO:0100368,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_375ffa04-a8d9-427e-8948-f913bc8ff68d-2022-05-24T214158.160Z,2022-05-24T21:41:58.160Z,Retina Gene Curation Expert Panel,RPE65,HGNC:10294,chr1:68894505-68915637,chr1:68428822-68449954,Gene Associated with Autosomal Recessive Phenotype,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=RPE65&subject=,2025-02-27T20:50:52Z,RPE65,https://search.clinicalgenome.org/kb/genes/HGNC:10294,Leber congenital amaurosis,MONDO:0018998,https://search.clinicalgenome.org/kb/conditions/MONDO:0018998,
53,MYLK,HGNC:7590,familial thoracic aortic aneurysm and aortic dissection,MONDO:0019625,AD,SOP4,Strong,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_8257,2016-12-18T00:00:00,Heritable Thoracic Aortic Aneurysm and Dissection Gene Curation Expert Panel,MYLK,HGNC:7590,chr3:123328896-123603179,chr3:123610049-123884332,Little Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=MYLK&subject=,2016-01-14T20:14:59Z,MYLK,https://search.clinicalgenome.org/kb/genes/HGNC:7590,familial thoracic aortic aneurysm and aortic dissection,MONDO:0019625,https://search.clinicalgenome.org/kb/conditions/MONDO:0019625,Autosomal dominant inheritance
54,MYLK,HGNC:7590,familial thoracic aortic aneurysm and aortic dissection,MONDO:0019625,AD,SOP4,Strong,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_8257,2016-12-18T00:00:00,Heritable Thoracic Aortic Aneurysm and Dissection Gene Curation Expert Panel,MYLK,HGNC:7590,chr3:123328896-123603179,chr3:123610049-123884332,Little Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=MYLK&subject=,2016-01-14T20:14:59Z,MYLK,https://search.clinicalgenome.org/kb/genes/HGNC:7590,"aortic aneurysm, familial thoracic 7",MONDO:0013418,https://search.clinicalgenome.org/kb/conditions/MONDO:0013418,
55,SCN1A,HGNC:10585,developmental and epileptic encephalopathy,MONDO:0100062,AD,SOP7,Strong,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_529f9cae-ac00-47d1-94d5-52c98bf6e2a2-2019-10-25T040000.000Z,2019-10-25T04:00:00.000Z,Epilepsy Gene Curation Expert Panel,SCN1A,HGNC:10585,chr2:166841151-167005671,chr2:165984641-166149161,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=SCN1A&subject=,2012-07-06T20:26:07Z,SCN1A,https://search.clinicalgenome.org/kb/genes/HGNC:10585,Dravet syndrome,MONDO:0100135,https://search.clinicalgenome.org/kb/conditions/MONDO:0100135,Autosomal dominant inheritance
56,SCN1A,HGNC:10585,developmental and epileptic encephalopathy,MONDO:0100062,AD,SOP7,Strong,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_529f9cae-ac00-47d1-94d5-52c98bf6e2a2-2019-10-25T040000.000Z,2019-10-25T04:00:00.000Z,Epilepsy Gene Curation Expert Panel,SCN1A,HGNC:10585,chr2:166841151-167005671,chr2:165984641-166149161,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=SCN1A&subject=,2012-07-06T20:26:07Z,SCN1A,https://search.clinicalgenome.org/kb/genes/HGNC:10585,generalized epilepsy with febrile seizures plus,MONDO:0018214,https://search.clinicalgenome.org/kb/conditions/MONDO:0018214,Autosomal dominant inheritance
57,SCN1A,HGNC:10585,developmental and epileptic encephalopathy,MONDO:0100062,AD,SOP7,Strong,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_529f9cae-ac00-47d1-94d5-52c98bf6e2a2-2019-10-25T040000.000Z,2019-10-25T04:00:00.000Z,Epilepsy Gene Curation Expert Panel,SCN1A,HGNC:10585,chr2:166841151-167005671,chr2:165984641-166149161,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=SCN1A&subject=,2012-07-06T20:26:07Z,SCN1A,https://search.clinicalgenome.org/kb/genes/HGNC:10585,familial hemiplegic migraine,MONDO:0000700,https://search.clinicalgenome.org/kb/conditions/MONDO:0000700,Autosomal dominant inheritance
58,SCN1A,HGNC:10585,developmental and epileptic encephalopathy,MONDO:0100062,AD,SOP7,Strong,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_529f9cae-ac00-47d1-94d5-52c98bf6e2a2-2019-10-25T040000.000Z,2019-10-25T04:00:00.000Z,Epilepsy Gene Curation Expert Panel,SCN1A,HGNC:10585,chr2:166841151-167005671,chr2:165984641-166149161,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=SCN1A&subject=,2012-07-06T20:26:07Z,SCN1A,https://search.clinicalgenome.org/kb/genes/HGNC:10585,developmental and epileptic encephalopathy,MONDO:0100062,https://search.clinicalgenome.org/kb/conditions/MONDO:0100062,Autosomal dominant inheritance
59,SCN1A,HGNC:10585,developmental and epileptic encephalopathy,MONDO:0100062,AD,SOP7,Strong,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_529f9cae-ac00-47d1-94d5-52c98bf6e2a2-2019-10-25T040000.000Z,2019-10-25T04:00:00.000Z,Epilepsy Gene Curation Expert Panel,SCN1A,HGNC:10585,chr2:166841151-167005671,chr2:165984641-166149161,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=SCN1A&subject=,2012-07-06T20:26:07Z,SCN1A,https://search.clinicalgenome.org/kb/genes/HGNC:10585,"generalized epilepsy with febrile seizures plus, type 2",MONDO:0011461,https://search.clinicalgenome.org/kb/conditions/MONDO:0011461,
60,SCN1A,HGNC:10585,developmental and epileptic encephalopathy,MONDO:0100062,AD,SOP7,Strong,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_529f9cae-ac00-47d1-94d5-52c98bf6e2a2-2019-10-25T040000.000Z,2019-10-25T04:00:00.000Z,Epilepsy Gene Curation Expert Panel,SCN1A,HGNC:10585,chr2:166841151-167005671,chr2:165984641-166149161,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=SCN1A&subject=,2012-07-06T20:26:07Z,SCN1A,https://search.clinicalgenome.org/kb/genes/HGNC:10585,"developmental and epileptic encephalopathy, 6",MONDO:0100079,https://search.clinicalgenome.org/kb/conditions/MONDO:0100079,
61,SCN1A,HGNC:10585,familial hemiplegic migraine,MONDO:0000700,AD,SOP7,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c8c1e158-983d-4547-a739-7781961e5bb8-2021-09-14T163408.306Z,2021-09-14T16:34:08.306Z,Epilepsy Gene Curation Expert Panel,SCN1A,HGNC:10585,chr2:166841151-167005671,chr2:165984641-166149161,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=SCN1A&subject=,2012-07-06T20:26:07Z,SCN1A,https://search.clinicalgenome.org/kb/genes/HGNC:10585,Dravet syndrome,MONDO:0100135,https://search.clinicalgenome.org/kb/conditions/MONDO:0100135,Autosomal dominant inheritance
62,SCN1A,HGNC:10585,familial hemiplegic migraine,MONDO:0000700,AD,SOP7,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c8c1e158-983d-4547-a739-7781961e5bb8-2021-09-14T163408.306Z,2021-09-14T16:34:08.306Z,Epilepsy Gene Curation Expert Panel,SCN1A,HGNC:10585,chr2:166841151-167005671,chr2:165984641-166149161,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=SCN1A&subject=,2012-07-06T20:26:07Z,SCN1A,https://search.clinicalgenome.org/kb/genes/HGNC:10585,generalized epilepsy with febrile seizures plus,MONDO:0018214,https://search.clinicalgenome.org/kb/conditions/MONDO:0018214,Autosomal dominant inheritance
63,SCN1A,HGNC:10585,familial hemiplegic migraine,MONDO:0000700,AD,SOP7,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c8c1e158-983d-4547-a739-7781961e5bb8-2021-09-14T163408.306Z,2021-09-14T16:34:08.306Z,Epilepsy Gene Curation Expert Panel,SCN1A,HGNC:10585,chr2:166841151-167005671,chr2:165984641-166149161,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=SCN1A&subject=,2012-07-06T20:26:07Z,SCN1A,https://search.clinicalgenome.org/kb/genes/HGNC:10585,familial hemiplegic migraine,MONDO:0000700,https://search.clinicalgenome.org/kb/conditions/MONDO:0000700,Autosomal dominant inheritance
64,SCN1A,HGNC:10585,familial hemiplegic migraine,MONDO:0000700,AD,SOP7,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c8c1e158-983d-4547-a739-7781961e5bb8-2021-09-14T163408.306Z,2021-09-14T16:34:08.306Z,Epilepsy Gene Curation Expert Panel,SCN1A,HGNC:10585,chr2:166841151-167005671,chr2:165984641-166149161,Sufficient Evidence for Haploinsufficiency,No Evidence for Triplosensitivity,https://dosage.clinicalgenome.org/clingen_gene.cgi?sym=SCN1A&subject=,2012-07-06T20:26:07Z,SCN1A,https://search.clinicalgenome.org/kb/genes/HGNC:10585,developmental and epileptic encephalopathy,MONDO:0100062,https://search.clinicalgenome.org/kb/conditions/MONDO:0100062,Autosomal dominant inheritance
