Gene/Region,Disease Label,SOP,GRCh38,Protein Name
ZNF81,X-linked intellectual disability,SOP8,chrX:47836902-47925627,Zinc finger protein 81
CASR,epilepsy,SOP8,chr3:122183668-122291629,Extracellular calcium-sensing receptor
CASR,epilepsy,SOP8,chr3:122183668-122291629,Extracellular calcium-sensing receptor
CASR,epilepsy,SOP8,chr3:122183668-122291629,Extracellular calcium-sensing receptor
CASR,epilepsy,SOP8,chr3:122183668-122291629,Extracellular calcium-sensing receptor
DSP,hypertrophic cardiomyopathy,SOP9,chr6:7541671-7586714,Desmoplakin
DSP,hypertrophic cardiomyopathy,SOP9,chr6:7541671-7586714,Desmoplakin
DSP,hypertrophic cardiomyopathy,SOP9,chr6:7541671-7586714,Desmoplakin
DSP,hypertrophic cardiomyopathy,SOP9,chr6:7541671-7586714,Desmoplakin
DSP,hypertrophic cardiomyopathy,SOP9,chr6:7541671-7586714,Desmoplakin
DSP,hypertrophic cardiomyopathy,SOP9,chr6:7541671-7586714,Desmoplakin
MSH6,hereditary breast carcinoma,SOP9,chr2:47783145-47810101,DNA mismatch repair protein Msh6
MSH6,hereditary breast carcinoma,SOP9,chr2:47783145-47810101,DNA mismatch repair protein Msh6
MSH6,hereditary breast carcinoma,SOP9,chr2:47783145-47810101,DNA mismatch repair protein Msh6
MSH6,hereditary breast carcinoma,SOP9,chr2:47783145-47810101,DNA mismatch repair protein Msh6
MSH6,hereditary breast carcinoma,SOP9,chr2:47783145-47810101,DNA mismatch repair protein Msh6
MSH6,hereditary breast carcinoma,SOP9,chr2:47783145-47810101,DNA mismatch repair protein Msh6
BMPR1A,pulmonary arterial hypertension,SOP9,chr10:86755763-86932844,Bone morphogenetic protein receptor type-1A
BMPR1A,pulmonary arterial hypertension,SOP9,chr10:86755763-86932844,Bone morphogenetic protein receptor type-1A
BMPR1A,pulmonary arterial hypertension,SOP9,chr10:86755763-86932844,Bone morphogenetic protein receptor type-1A
BARD1,familial ovarian cancer,SOP10,chr2:214725646-214809683,BRCA1-associated RING domain protein 1
BARD1,familial ovarian cancer,SOP10,chr2:214725646-214809683,BRCA1-associated RING domain protein 1
BARD1,familial ovarian cancer,SOP10,chr2:214725646-214809683,BRCA1-associated RING domain protein 1
CNTNAP2,complex neurodevelopmental disorder,SOP8,chr7:146116801-148420998,Contactin-associated protein-like 2
RAB3GAP1,Warburg micro syndrome,SOP7,chr2:135052292-135176396,Rab3 GTPase-activating protein catalytic subunit
RAB3GAP1,Warburg micro syndrome,SOP7,chr2:135052292-135176396,Rab3 GTPase-activating protein catalytic subunit
SOX5,Lamb-Shaffer syndrome,SOP8,chr12:23529504-24562650,Transcription factor SOX-5
RAB3GAP2,Warburg micro syndrome,SOP10,chr1:220148293-220272453,Rab3 GTPase-activating protein non-catalytic subunit
RAB3GAP2,Warburg micro syndrome,SOP10,chr1:220148293-220272453,Rab3 GTPase-activating protein non-catalytic subunit
PRRT2,infantile convulsions and choreoathetosis,SOP7,chr16:29812193-29815881,Proline-rich transmembrane protein 2
PRRT2,infantile convulsions and choreoathetosis,SOP7,chr16:29812193-29815881,Proline-rich transmembrane protein 2
PRSS1,hereditary chronic pancreatitis,SOP7,chr7:142749472-142753072,Serine protease 1
SOX10,Waardenburg syndrome type 4C,SOP6,chr22:37972312-37984555,Transcription factor SOX-10
RAD21,Cornelia de Lange syndrome,SOP7,chr8:116845934-116874776,Double-strand-break repair protein rad21 homolog
PRR12,neuroocular syndrome,SOP10,chr19:49591182-49626439,Proline-rich protein 12
PRODH,hyperprolinemia type 1,SOP7,chr22:18912781-18936553,Proline dehydrogenase 1
PRKN,Parkinson disease,SOP9,chr6:161347417-162727766,E3 ubiquitin-protein ligase parkin
PRKN,Parkinson disease,SOP9,chr6:161347417-162727766,E3 ubiquitin-protein ligase parkin
PRKN,Parkinson disease,SOP9,chr6:161347417-162727766,E3 ubiquitin-protein ligase parkin
PRKAR1A,"Carney complex, type 1",SOP6,chr17:68413623-68551316,cAMP-dependent protein kinase type I-alpha regulatory subunit
PRKAR1A,"Carney complex, type 1",SOP6,chr17:68413623-68551316,cAMP-dependent protein kinase type I-alpha regulatory subunit
RAB28,RAB28-related retinopathy,SOP8,chr4:13367724-13484340,Ras-related protein Rab-28
RAB28,RAB28-related retinopathy,SOP8,chr4:13367724-13484340,Ras-related protein Rab-28
SOX6,complex neurodevelopmental disorder,SOP10,chr11:15966449-16738477,Transcription factor SOX-6
PTCH1,nevoid basal cell carcinoma syndrome,SOP5,chr9:95442980-95516971,Protein patched homolog 1
ST3GAL5,GM3 synthase deficiency,SOP9,chr2:85837120-85889034,Lactosylceramide alpha-2
PYCR1,autosomal recessive cutis laxa type 2B,SOP7,chr17:81932391-81937300,Pyrroline-5-carboxylate reductase 1
SPRED1,Legius syndrome,SOP6,chr15:38252836-38357249,Sprouty-related
SPEN,Radio-Tartaglia syndrome,SOP10,chr1:15847707-15940456,Msx2-interacting protein
SPEN,Radio-Tartaglia syndrome,SOP10,chr1:15847707-15940456,Msx2-interacting protein
SPEG,"myopathy, centronuclear, 5",SOP7,chr2:219434843-219493629,Striated muscle preferentially expressed protein kinase
SRCAP,Floating-Harbor syndrome,SOP9,chr16:30699171-30741409,Helicase SRCAP
PXDN,anterior segment dysgenesis 7,SOP9,chr2:1631887-1744901,Peroxidasin homolog
PURA,complex neurodevelopmental disorder,SOP6,chr5:140114109-140125619,Transcriptional activator protein Pur-alpha
PURA,complex neurodevelopmental disorder,SOP6,chr5:140114109-140125619,Transcriptional activator protein Pur-alpha
PUF60,syndromic intellectual disability,SOP8,chr8:143816344-143829315,Poly(U)-binding-splicing factor PUF60
QRICH1,syndromic intellectual disability,SOP9,chr3:49029707-49094373,Transcriptional regulator QRICH1
SPATA7,inherited retinal dystrophy,SOP10,chr14:88385657-88470350,Spermatogenesis-associated protein 7
SPATA7,inherited retinal dystrophy,SOP10,chr14:88385657-88470350,Spermatogenesis-associated protein 7
STAG1,complex neurodevelopmental disorder,SOP9,chr3:136336236-136752378,Cohesin subunit SA-1
PTEN,PTEN hamartoma tumor syndrome,SOP10,chr10:87863625-87971930,Phosphatidylinositol 3
PTEN,PTEN hamartoma tumor syndrome,SOP10,chr10:87863625-87971930,Phosphatidylinositol 3
PTCHD1,non-syndromic X-linked intellectual disability,SOP5,chrX:23334396-23404374,Patched domain-containing protein 1
PTCHD1,non-syndromic X-linked intellectual disability,SOP5,chrX:23334396-23404374,Patched domain-containing protein 1
QDPR,dihydropteridine reductase deficiency,SOP5,chr4:17486395-17512090,Dihydropteridine reductase
STAT1,immunodeficiency 31B,SOP11,chr2:190969149-191014171,Signal transducer and activator of transcription 1-alpha/beta
STAT1,immunodeficiency 31B,SOP11,chr2:190969149-191014171,Signal transducer and activator of transcription 1-alpha/beta
STAT1,immunodeficiency 31B,SOP11,chr2:190969149-191014171,Signal transducer and activator of transcription 1-alpha/beta
STAT1,Mendelian susceptibility to mycobacterial diseases due to partial STAT1 deficiency,SOP11,chr2:190969149-191014171,Signal transducer and activator of transcription 1-alpha/beta
STAT1,Mendelian susceptibility to mycobacterial diseases due to partial STAT1 deficiency,SOP11,chr2:190969149-191014171,Signal transducer and activator of transcription 1-alpha/beta
STAT1,Mendelian susceptibility to mycobacterial diseases due to partial STAT1 deficiency,SOP11,chr2:190969149-191014171,Signal transducer and activator of transcription 1-alpha/beta
PQBP1,Renpenning syndrome,SOP6,chrX:48897930-48903143,Polyglutamine-binding protein 1
PLCB1,developmental and epileptic encephalopathy,SOP7,chr20:8132266-8884900,1-phosphatidylinositol 4
PLCB1,developmental and epileptic encephalopathy,SOP7,chr20:8132266-8884900,1-phosphatidylinositol 4
PMP22,hereditary neuropathy with liability to pressure palsies,SOP10,chr17:15229779-15265326,Peripheral myelin protein 22
PMP22,hereditary neuropathy with liability to pressure palsies,SOP10,chr17:15229779-15265326,Peripheral myelin protein 22
PMP22,hereditary neuropathy with liability to pressure palsies,SOP10,chr17:15229779-15265326,Peripheral myelin protein 22
PMP22,hereditary neuropathy with liability to pressure palsies,SOP10,chr17:15229779-15265326,Peripheral myelin protein 22
PMP22,Charcot-Marie-Tooth disease type 1A,SOP9,chr17:15229779-15265326,Peripheral myelin protein 22
PMP22,Charcot-Marie-Tooth disease type 1A,SOP9,chr17:15229779-15265326,Peripheral myelin protein 22
PMP22,Charcot-Marie-Tooth disease type 1A,SOP9,chr17:15229779-15265326,Peripheral myelin protein 22
PMP22,Charcot-Marie-Tooth disease type 1A,SOP9,chr17:15229779-15265326,Peripheral myelin protein 22
TARDBP,amyotrophic lateral sclerosis type 10,SOP8,chr1:11012654-11030528,TAR DNA-binding protein 43
TBL1XR1,complex neurodevelopmental disorder,SOP7,chr3:177019344-177201800,F-box-like/WD repeat-containing protein TBL1XR1
TBL1XR1,complex neurodevelopmental disorder,SOP7,chr3:177019344-177201800,F-box-like/WD repeat-containing protein TBL1XR1
PLP1,Pelizeaus-Merzbacher spectrum disorder,SOP5,chrX:103776506-103792619,Myelin proteolipid protein
TBR1,complex neurodevelopmental disorder,SOP7,chr2:161416297-161425870,T-box brain protein 1
PLEKHG5,neuromuscular disease,SOP9,chr1:6467122-6520092,Pleckstrin homology domain-containing family G member 5
PLEKHG5,neuromuscular disease,SOP9,chr1:6467122-6520092,Pleckstrin homology domain-containing family G member 5
PLA2G6,PLA2G6-associated neurodegeneration,SOP10,chr22:38111495-38181830,85/88 kDa calcium-independent phospholipase A2
PLA2G6,PLA2G6-associated neurodegeneration,SOP10,chr22:38111495-38181830,85/88 kDa calcium-independent phospholipase A2
STIL,autosomal recessive primary microcephaly,SOP9,chr1:47250139-47314896,SCL-interrupting locus protein
STIL,autosomal recessive primary microcephaly,SOP9,chr1:47250139-47314896,SCL-interrupting locus protein
TBX4,pulmonary arterial hypertension,SOP8,chr17:61452422-61485110,T-box transcription factor TBX4
TBX4,pulmonary arterial hypertension,SOP8,chr17:61452422-61485110,T-box transcription factor TBX4
TBX5,Holt-Oram syndrome,SOP8,chr12:114353911-114408442,T-box transcription factor TBX5
TCF12,TCF12-related craniosynostosis,SOP8,chr15:56918090-57291310,Transcription factor 12
TCF20,developmental delay with variable intellectual impairment and behavioral abnormalities,SOP7,chr22:42160013-42343537,Transcription factor 20
TCF20,developmental delay with variable intellectual impairment and behavioral abnormalities,SOP7,chr22:42160013-42343537,Transcription factor 20
TCF4,Pitt-Hopkins syndrome,SOP5,chr18:55222185-55635957,Transcription factor 7-like 2
TCF7L2,complex neurodevelopmental disorder,SOP8,chr10:112950247-113167678,Transcription factor 7-like 2
TAOK1,syndromic intellectual disability,SOP8,chr17:29390363-29551903,Serine/threonine-protein kinase TAO1
POGZ,intellectual disability-microcephaly-strabismus-behavioral abnormalities syndrome,SOP7,chr1:151402724-151459494,Pogo transposable element with ZNF domain
PRKAG2,PRKAG2-related cardiomyopathy,SOP9,chr7:151556127-151877115,5'-AMP-activated protein kinase subunit gamma-2
PRKAG2,PRKAG2-related cardiomyopathy,SOP9,chr7:151556127-151877115,5'-AMP-activated protein kinase subunit gamma-2
PRKAG2,PRKAG2-related cardiomyopathy,SOP9,chr7:151556127-151877115,5'-AMP-activated protein kinase subunit gamma-2
PRKAG2,PRKAG2-related cardiomyopathy,SOP9,chr7:151556127-151877115,5'-AMP-activated protein kinase subunit gamma-2
STRC,nonsyndromic genetic hearing loss,SOP6,chr15:43599563-43618800,Stereocilin
STRC,nonsyndromic genetic hearing loss,SOP6,chr15:43599563-43618800,Stereocilin
STRC,nonsyndromic genetic hearing loss,SOP6,chr15:43599563-43618800,Stereocilin
STRC,nonsyndromic genetic hearing loss,SOP6,chr15:43599563-43618800,Stereocilin
STX11,familial hemophagocytic lymphohistiocytosis 4,SOP9,chr6:144139963-144191939,Syntaxin-11
PRG4,camptodactyly-arthropathy-coxa vara-pericarditis syndrome,SOP8,chr1:186296273-186314567,Phospholipid phosphatase-related protein type 2
SUMF1,mucosulfatidosis,SOP9,chr3:4034486-4467269,Formylglycine-generating enzyme
SURF1,Leigh syndrome,SOP6,chr9:133351758-133356487,Surfeit locus protein 1
SURF1,Leigh syndrome,SOP6,chr9:133351758-133356487,Surfeit locus protein 1
RAD51D,RAD51D-related cancer predisposition,SOP10,chr17:35092221-35119860,DNA repair protein RAD51 homolog 4
RAD51D,RAD51D-related cancer predisposition,SOP10,chr17:35092221-35119860,DNA repair protein RAD51 homolog 4
RAD51D,RAD51D-related cancer predisposition,SOP10,chr17:35092221-35119860,DNA repair protein RAD51 homolog 4
SYNGAP1,complex neurodevelopmental disorder,SOP6,chr6:33418167-33453689,Ras/Rap GTPase-activating protein SynGAP
PPP2R1A,complex neurodevelopmental disorder,SOP9,chr19:52190052-52229518,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform
PPM1D,syndromic intellectual disability,SOP8,chr17:60600193-60666280,Protein phosphatase 1D
POU4F3,nonsyndromic genetic hearing loss,SOP6,chr5:146338839-146341728,POU domain
POU4F3,nonsyndromic genetic hearing loss,SOP6,chr5:146338839-146341728,POU domain
POU3F3,complex neurodevelopmental disorder,SOP10,chr2:104854115-104858574,POU domain
PORCN,focal dermal hypoplasia,SOP7,chrX:48508992-48520814,Protein-serine O-palmitoleoyltransferase porcupine
POR,Antley-Bixler syndrome with genital anomalies and disordered steroidogenesis,SOP8,chr7:75915155-75986855,NADPH--cytochrome P450 reductase
POLH,xeroderma pigmentosum variant type,SOP6,chr6:43576185-43620523,DNA polymerase eta
POLE,POLE-related polyposis and colorectal cancer syndrome,SOP9,chr12:132623762-132687342,DNA polymerase epsilon catalytic subunit A
POLE,POLE-related polyposis and colorectal cancer syndrome,SOP9,chr12:132623762-132687342,DNA polymerase epsilon catalytic subunit A
POLE,POLE-related polyposis and colorectal cancer syndrome,SOP9,chr12:132623762-132687342,DNA polymerase epsilon catalytic subunit A
SMS,syndromic X-linked intellectual disability Snyder type,SOP5,chrX:21940709-21994837,Spermine synthase
SIL1,Marinesco-Sjogren syndrome,SOP10,chr5:138946724-139198368,Nucleotide exchange factor SIL1
SIN3A,SIN3A-related intellectual disability syndrome,SOP9,chr15:75369379-75455815,Paired amphipathic helix protein Sin3a
SIN3A,SIN3A-related intellectual disability syndrome,SOP9,chr15:75369379-75455815,Paired amphipathic helix protein Sin3a
SCN2A,complex neurodevelopmental disorder,SOP6,chr2:165239414-165392304,Sodium channel protein type 2 subunit alpha
SIX1,branchio-oto-renal syndrome,SOP6,chr14:60643421-60649477,Homeobox protein SIX1
SKIC3,trichohepatoenteric syndrome 1,SOP10,chr5:95463894-95554977,Superkiller complex protein 3
SCARB2,progressive myoclonus epilepsy,SOP7,chr4:76158737-76234532,Lysosome membrane protein 2
SHANK3,Phelan-McDermid syndrome,SOP6,chr22:50672823-50733212,SH3 and multiple ankyrin repeat domains protein 3
SBF2,Charcot-Marie-Tooth disease type 4B2,SOP8,chr11:9778668-10303837,Myotubularin-related protein 13
SATB2,SATB2 associated disorder,SOP7,chr2:199269500-199471266,DNA-binding protein SATB2
RYR1,RYR1-related myopathy,SOP7,chr19:38433691-38587564,Ryanodine receptor 1
RYR1,RYR1-related myopathy,SOP7,chr19:38433691-38587564,Ryanodine receptor 1
RYR1,RYR1-related myopathy,SOP7,chr19:38433691-38587564,Ryanodine receptor 1
RYR1,RYR1-related myopathy,SOP7,chr19:38433691-38587564,Ryanodine receptor 1
RYR1,RYR1-related myopathy,SOP7,chr19:38433691-38587564,Ryanodine receptor 1
RYR1,RYR1-related myopathy,SOP7,chr19:38433691-38587564,Ryanodine receptor 1
RYR1,"malignant hyperthermia, susceptibility to, 1",SOP8,chr19:38433691-38587564,Ryanodine receptor 1
RYR1,"malignant hyperthermia, susceptibility to, 1",SOP8,chr19:38433691-38587564,Ryanodine receptor 1
RYR1,"malignant hyperthermia, susceptibility to, 1",SOP8,chr19:38433691-38587564,Ryanodine receptor 1
SLC16A2,Allan-Herndon-Dudley syndrome,SOP5,chrX:74421493-74533916,Monocarboxylate transporter 8
SLC17A5,free sialic acid storage disease,SOP10,chr6:73593379-73653992,Sialin
RUNX1,hereditary thrombocytopenia and hematologic cancer predisposition syndrome,SOP5,chr21:34787801-35049302,Runt-related transcription factor 1
RUNX1,hereditary thrombocytopenia and hematologic cancer predisposition syndrome,SOP5,chr21:34787801-35049302,Runt-related transcription factor 1
RUNX1,hereditary thrombocytopenia and hematologic cancer predisposition syndrome,SOP5,chr21:34787801-35049302,Runt-related transcription factor 1
SHANK2,complex neurodevelopmental disorder,SOP6,chr11:70467854-71253228,SH3 and multiple ankyrin repeat domains protein 2
RAG1,recombinase activating gene 1 deficiency,SOP8,chr11:36510353-36579762,V(D)J recombination-activating protein 1
SDHB,mitochondrial disease,SOP8,chr1:17018722-17054032,Succinate dehydrogenase [ubiquinone] iron-sulfur subunit
SDHB,mitochondrial disease,SOP8,chr1:17018722-17054032,Succinate dehydrogenase [ubiquinone] iron-sulfur subunit
SDHB,mitochondrial disease,SOP8,chr1:17018722-17054032,Succinate dehydrogenase [ubiquinone] iron-sulfur subunit
SDHB,mitochondrial disease,SOP8,chr1:17018722-17054032,Succinate dehydrogenase [ubiquinone] iron-sulfur subunit
SDHB,mitochondrial disease,SOP8,chr1:17018722-17054032,Succinate dehydrogenase [ubiquinone] iron-sulfur subunit
SDHB,hereditary pheochromocytoma-paraganglioma,SOP8,chr1:17018722-17054032,Succinate dehydrogenase [ubiquinone] iron-sulfur subunit
SDHB,hereditary pheochromocytoma-paraganglioma,SOP8,chr1:17018722-17054032,Succinate dehydrogenase [ubiquinone] iron-sulfur subunit
SDHB,hereditary pheochromocytoma-paraganglioma,SOP8,chr1:17018722-17054032,Succinate dehydrogenase [ubiquinone] iron-sulfur subunit
SDHB,hereditary pheochromocytoma-paraganglioma,SOP8,chr1:17018722-17054032,Succinate dehydrogenase [ubiquinone] iron-sulfur subunit
SDHB,hereditary pheochromocytoma-paraganglioma,SOP8,chr1:17018722-17054032,Succinate dehydrogenase [ubiquinone] iron-sulfur subunit
SEC23B,congenital dyserythropoietic anemia type 2,SOP11,chr20:18507548-18561415,Protein transport protein Sec23B
SERAC1,Leigh syndrome,SOP7,chr6:158109519-158168262,Protein SERAC1
SERAC1,Leigh syndrome,SOP7,chr6:158109519-158168262,Protein SERAC1
SET,intellectual disability,SOP8,chr9:128683424-128696396,Protein SET
SETBP1,complex neurodevelopmental disorder,SOP7,chr18:44680073-45068510,SET-binding protein
SETBP1,complex neurodevelopmental disorder,SOP7,chr18:44680073-45068510,SET-binding protein
SETBP1,complex neurodevelopmental disorder,SOP7,chr18:44680073-45068510,SET-binding protein
SETBP1,Schinzel-Giedion syndrome,SOP8,chr18:44680073-45068510,SET-binding protein
SETBP1,Schinzel-Giedion syndrome,SOP8,chr18:44680073-45068510,SET-binding protein
SETBP1,Schinzel-Giedion syndrome,SOP8,chr18:44680073-45068510,SET-binding protein
SETD1B,complex neurodevelopmental disorder,SOP11,chr12:121790155-121832656,Histone-lysine N-methyltransferase SETD1B
SDHAF2,hereditary pheochromocytoma-paraganglioma,SOP8,chr11:61430124-61446733,Succinate dehydrogenase assembly factor 2
SDHAF2,hereditary pheochromocytoma-paraganglioma,SOP8,chr11:61430124-61446733,Succinate dehydrogenase assembly factor 2
SDHAF2,hereditary pheochromocytoma-paraganglioma,SOP8,chr11:61430124-61446733,Succinate dehydrogenase assembly factor 2
SHANK1,complex neurodevelopmental disorder,SOP10,chr19:50659255-50719802,SH3 and multiple ankyrin repeat domains protein 1
SDCCAG8,Bardet-Biedl syndrome 16,SOP11,chr1:243256041-243500091,Serologically defined colon cancer antigen 8
SCN8A,complex neurodevelopmental disorder,SOP5,chr12:51591233-51812864,Sodium channel protein type 8 subunit alpha
SETD5,syndromic complex neurodevelopmental disorder,SOP9,chr3:9397615-9478154,Histone-lysine N-methyltransferase SETD5
SETD5,syndromic complex neurodevelopmental disorder,SOP9,chr3:9397615-9478154,Histone-lysine N-methyltransferase SETD5
SF3B4,SF3B4-related acrofacial dysostosis,SOP9,chr1:149923317-149927803,Splicing factor 3B subunit 4
SF3B4,SF3B4-related acrofacial dysostosis,SOP9,chr1:149923317-149927803,Splicing factor 3B subunit 4
SGSH,mucopolysaccharidosis type 3A,SOP9,chr17:80200673-80220333,N-sulphoglucosamine sulphohydrolase
SH3TC2,obsolete autosomal recessive hereditary demyelinating motor and sensory neuropathy,SOP8,chr5:148982150-149063062,SH3 domain and tetratricopeptide repeat-containing protein 2
SH3TC2,obsolete autosomal recessive hereditary demyelinating motor and sensory neuropathy,SOP8,chr5:148982150-149063062,SH3 domain and tetratricopeptide repeat-containing protein 2
RTTN,microcephalic primordial dwarfism due to RTTN deficiency,SOP11,chr18:70003031-70205687,Rotatin
RTTN,microcephalic primordial dwarfism due to RTTN deficiency,SOP11,chr18:70003031-70205687,Rotatin
RSPH4A,primary ciliary dyskinesia 11,SOP8,chr6:116616479-116632985,Radial spoke head protein 4 homolog A
SLC24A1,inherited retinal dystrophy,SOP10,chr15:65611350-65661002,Sodium/potassium/calcium exchanger 1
SLC24A1,inherited retinal dystrophy,SOP10,chr15:65611350-65661002,Sodium/potassium/calcium exchanger 1
RARS2,mitochondrial disease,SOP8,chr6:87513938-87589987,Probable arginine--tRNA ligase
RARS2,mitochondrial disease,SOP8,chr6:87513938-87589987,Probable arginine--tRNA ligase
SLC38A8,foveal hypoplasia - optic nerve decussation defect - anterior segment dysgenesis syndrome,SOP9,chr16:84009667-84043372,Solute carrier family 38 member 8
SLC6A3,SLC6A3-related dopamine transporter deficiency syndrome,SOP9,chr5:1392794-1445440,Sodium-dependent dopamine transporter
SLC6A3,SLC6A3-related dopamine transporter deficiency syndrome,SOP9,chr5:1392794-1445440,Sodium-dependent dopamine transporter
RET,multiple endocrine neoplasia type 2B,SOP7,chr10:43077069-43130351,Proto-oncogene tyrosine-protein kinase receptor Ret
RET,multiple endocrine neoplasia type 2B,SOP7,chr10:43077069-43130351,Proto-oncogene tyrosine-protein kinase receptor Ret
RET,multiple endocrine neoplasia type 2B,SOP7,chr10:43077069-43130351,Proto-oncogene tyrosine-protein kinase receptor Ret
RET,multiple endocrine neoplasia type 2B,SOP7,chr10:43077069-43130351,Proto-oncogene tyrosine-protein kinase receptor Ret
RET,multiple endocrine neoplasia type 2A,SOP7,chr10:43077069-43130351,Proto-oncogene tyrosine-protein kinase receptor Ret
RET,multiple endocrine neoplasia type 2A,SOP7,chr10:43077069-43130351,Proto-oncogene tyrosine-protein kinase receptor Ret
RET,multiple endocrine neoplasia type 2A,SOP7,chr10:43077069-43130351,Proto-oncogene tyrosine-protein kinase receptor Ret
RET,multiple endocrine neoplasia type 2A,SOP7,chr10:43077069-43130351,Proto-oncogene tyrosine-protein kinase receptor Ret
SLC7A7,lysinuric protein intolerance,SOP7,chr14:22773222-22819791,Y+L amino acid transporter 1
SLC9A6,Christianson syndrome,SOP5,chrX:135973837-136047269,Sodium/hydrogen exchanger 6
SMAD2,congenital heart disease,SOP9,chr18:47808957-47930872,Mothers against decapentaplegic homolog 2
RDX,nonsyndromic genetic hearing loss,SOP6,chr11:110174922-110296614,Radixin
RDX,nonsyndromic genetic hearing loss,SOP6,chr11:110174922-110296614,Radixin
RDX,nonsyndromic genetic hearing loss,SOP6,chr11:110174922-110296614,Radixin
RDX,nonsyndromic genetic hearing loss,SOP6,chr11:110174922-110296614,Radixin
RB1,retinoblastoma,SOP7,chr13:48303751-48481890,Retinoblastoma-associated protein
RB1,retinoblastoma,SOP7,chr13:48303751-48481890,Retinoblastoma-associated protein
RAI1,Smith-Magenis syndrome,SOP5,chr17:17681458-17811453,Retinoic acid-induced protein 1
RSPH1,primary ciliary dyskinesia 24,SOP8,chr21:42472486-42496224,Radial spoke head 1 homolog
SMARCA2,intellectual disability-sparse hair-brachydactyly syndrome,SOP7,chr9:2015347-2193624,Probable global transcription activator SNF2L2
SMARCB1,rhabdoid tumor predisposition syndrome 1,SOP6,chr22:23786966-23838009,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1
SMARCB1,rhabdoid tumor predisposition syndrome 1,SOP6,chr22:23786966-23838009,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1
SMARCB1,rhabdoid tumor predisposition syndrome 1,SOP6,chr22:23786966-23838009,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1
SMARCE1,familial meningioma,SOP7,chr17:40624962-40647818,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1
RAG2,recombinase activating gene 2 deficiency,SOP8,chr11:36590996-36598236,V(D)J recombination-activating protein 2
RAG2,recombinase activating gene 2 deficiency,SOP8,chr11:36590996-36598236,V(D)J recombination-activating protein 2
SLC35A2,X-linked complex neurodevelopmental disorder,SOP8,chrX:48903183-48911958,UDP-galactose translocator
SLC35A2,X-linked complex neurodevelopmental disorder,SOP8,chrX:48903183-48911958,UDP-galactose translocator
RETREG1,hereditary sensory and autonomic neuropathy,SOP10,chr5:16473053-16616997,Reticulophagy regulator 1
RETREG1,hereditary sensory and autonomic neuropathy,SOP10,chr5:16473053-16616997,Reticulophagy regulator 1
RFX6,monogenic diabetes,SOP10,chr6:116877242-116932161,DNA-binding protein RFX6
RFX6,monogenic diabetes,SOP10,chr6:116877242-116932161,DNA-binding protein RFX6
RS1,X-linked retinoschisis,SOP8,chrX:18639688-18672108,Retinoschisin
RPS6KA3,Coffin-Lowry syndrome,SOP6,chrX:20149911-20267097,Ribosomal protein S6 kinase alpha-3
SLC25A1,mitochondrial disease,SOP10,chr22:19175581-19178736,Tricarboxylate transport protein
SLC25A1,mitochondrial disease,SOP10,chr22:19175581-19178736,Tricarboxylate transport protein
RPS19,Diamond-Blackfan anemia,SOP9,chr19:41860255-41872925,Small ribosomal subunit protein eS19
RPS19,Diamond-Blackfan anemia,SOP9,chr19:41860255-41872925,Small ribosomal subunit protein eS19
RP2,RP2-related retinopathy,SOP8,chrX:46837043-46882358,Protein XRP2
RP2,RP2-related retinopathy,SOP8,chrX:46837043-46882358,Protein XRP2
ROGDI,amelocerebrohypohidrotic syndrome,SOP9,chr16:4796968-4802633,Protein rogdi homolog
ROBO3,"gaze palsy, familial horizontal, with progressive scoliosis 1",SOP9,chr11:124865432-124881471,Roundabout homolog 3
RNF168,RIDDLE syndrome,SOP9,chr3:196468783-196503768,E3 ubiquitin-protein ligase RNF168
RNASEH2A,RNASEH2A-related type 1 interferonopathy,SOP10,chr19:12806584-12813640,Ribonuclease H2 subunit A
RNASEH2A,RNASEH2A-related type 1 interferonopathy,SOP10,chr19:12806584-12813640,Ribonuclease H2 subunit A
SLC25A13,citrin deficiency,SOP7,chr7:96120220-96322098,Electrogenic aspartate/glutamate antiporter SLC25A13
SLC25A13,citrin deficiency,SOP7,chr7:96120220-96322098,Electrogenic aspartate/glutamate antiporter SLC25A13
SLC25A13,citrin deficiency,SOP7,chr7:96120220-96322098,Electrogenic aspartate/glutamate antiporter SLC25A13
SLC25A13,citrin deficiency,SOP7,chr7:96120220-96322098,Electrogenic aspartate/glutamate antiporter SLC25A13
SLC25A13,citrin deficiency,SOP7,chr7:96120220-96322098,Electrogenic aspartate/glutamate antiporter SLC25A13
RMRP,cartilage-hair hypoplasia,SOP8,chr9:35657750-35658019,No Protein Found
RMND1,mitochondrial disease,SOP9,chr6:151404762-151452126,Required for meiotic nuclear division protein 1 homolog
RMND1,mitochondrial disease,SOP9,chr6:151404762-151452126,Required for meiotic nuclear division protein 1 homolog
SLC2A1,GLUT1 deficiency syndrome,SOP6,chr1:42925353-42958868,Solute carrier family 2
SLC2A1,GLUT1 deficiency syndrome,SOP6,chr1:42925353-42958868,Solute carrier family 2
SLC2A10,arterial tortuosity syndrome,SOP11,chr20:46708320-46736347,Solute carrier family 2
